case ,event,time
37,a,2010/11/9 20:03
37,c,2010/11/9 20:04
37,d,2010/11/9 20:05
37,e,2010/11/9 20:06
37,h,2010/11/9 20:07
Case2.42,a,2010/11/9 20:03
Case2.42,b,2010/11/9 20:04
Case2.42,d,2010/11/9 20:05
Case2.42,e,2010/11/9 20:06
Case2.42,g,2010/11/9 20:07
38,a,2010/11/9 20:03
38,c,2010/11/9 20:04
38,d,2010/11/9 20:05
38,e,2010/11/9 20:06
38,h,2010/11/9 20:07
Case2.41,a,2010/11/9 20:03
Case2.41,b,2010/11/9 20:04
Case2.41,d,2010/11/9 20:05
Case2.41,e,2010/11/9 20:06
Case2.41,g,2010/11/9 20:07
35,a,2010/11/9 20:03
35,c,2010/11/9 20:04
35,d,2010/11/9 20:05
35,e,2010/11/9 20:06
35,h,2010/11/9 20:07
Case2.40,a,2010/11/9 20:03
Case2.40,b,2010/11/9 20:04
Case2.40,d,2010/11/9 20:05
Case2.40,e,2010/11/9 20:06
Case2.40,g,2010/11/9 20:07
36,a,2010/11/9 20:03
36,c,2010/11/9 20:04
36,d,2010/11/9 20:05
36,e,2010/11/9 20:06
36,h,2010/11/9 20:07
33,a,2010/11/9 20:03
33,c,2010/11/9 20:04
33,d,2010/11/9 20:05
33,e,2010/11/9 20:06
33,h,2010/11/9 20:07
34,a,2010/11/9 20:03
34,c,2010/11/9 20:04
34,d,2010/11/9 20:05
34,e,2010/11/9 20:06
34,h,2010/11/9 20:07
31,a,2010/11/9 20:03
31,c,2010/11/9 20:04
31,d,2010/11/9 20:05
31,e,2010/11/9 20:06
31,h,2010/11/9 20:07
32,a,2010/11/9 20:03
32,c,2010/11/9 20:04
32,d,2010/11/9 20:05
32,e,2010/11/9 20:06
32,h,2010/11/9 20:07
Case10.32,a,2010/11/9 20:03
Case10.32,c,2010/11/9 20:04
Case10.32,d,2010/11/9 20:05
Case10.32,e,2010/11/9 20:06
Case10.32,f,2010/11/9 20:07
Case10.32,b,2010/11/9 20:08
Case10.32,d,2010/11/9 20:09
Case10.32,e,2010/11/9 20:10
Case10.32,h,2010/11/9 20:11
Case10.31,a,2010/11/9 20:03
Case10.31,c,2010/11/9 20:04
Case10.31,d,2010/11/9 20:05
Case10.31,e,2010/11/9 20:06
Case10.31,f,2010/11/9 20:07
Case10.31,b,2010/11/9 20:08
Case10.31,d,2010/11/9 20:09
Case10.31,e,2010/11/9 20:10
Case10.31,h,2010/11/9 20:11
30,a,2010/11/9 20:03
30,c,2010/11/9 20:04
30,d,2010/11/9 20:05
30,e,2010/11/9 20:06
30,h,2010/11/9 20:07
Case2.49,a,2010/11/9 20:03
Case2.49,b,2010/11/9 20:04
Case2.49,d,2010/11/9 20:05
Case2.49,e,2010/11/9 20:06
Case2.49,g,2010/11/9 20:07
Case2.48,a,2010/11/9 20:03
Case2.48,b,2010/11/9 20:04
Case2.48,d,2010/11/9 20:05
Case2.48,e,2010/11/9 20:06
Case2.48,g,2010/11/9 20:07
Case2.47,a,2010/11/9 20:03
Case2.47,b,2010/11/9 20:04
Case2.47,d,2010/11/9 20:05
Case2.47,e,2010/11/9 20:06
Case2.47,g,2010/11/9 20:07
Case2.46,a,2010/11/9 20:03
Case2.46,b,2010/11/9 20:04
Case2.46,d,2010/11/9 20:05
Case2.46,e,2010/11/9 20:06
Case2.46,g,2010/11/9 20:07
Case2.45,a,2010/11/9 20:03
Case2.45,b,2010/11/9 20:04
Case2.45,d,2010/11/9 20:05
Case2.45,e,2010/11/9 20:06
Case2.45,g,2010/11/9 20:07
Case2.44,a,2010/11/9 20:03
Case2.44,b,2010/11/9 20:04
Case2.44,d,2010/11/9 20:05
Case2.44,e,2010/11/9 20:06
Case2.44,g,2010/11/9 20:07
Case2.43,a,2010/11/9 20:03
Case2.43,b,2010/11/9 20:04
Case2.43,d,2010/11/9 20:05
Case2.43,e,2010/11/9 20:06
Case2.43,g,2010/11/9 20:07
Case4.23,a,2010/11/9 20:03
Case4.23,b,2010/11/9 20:04
Case4.23,d,2010/11/9 20:05
Case4.23,e,2010/11/9 20:06
Case4.23,h,2010/11/9 20:07
Case4.24,a,2010/11/9 20:03
Case4.24,b,2010/11/9 20:04
Case4.24,d,2010/11/9 20:05
Case4.24,e,2010/11/9 20:06
Case4.24,h,2010/11/9 20:07
Case4.25,a,2010/11/9 20:03
Case4.25,b,2010/11/9 20:04
Case4.25,d,2010/11/9 20:05
Case4.25,e,2010/11/9 20:06
Case4.25,h,2010/11/9 20:07
Case4.26,a,2010/11/9 20:03
Case4.26,b,2010/11/9 20:04
Case4.26,d,2010/11/9 20:05
Case4.26,e,2010/11/9 20:06
Case4.26,h,2010/11/9 20:07
Case4.27,a,2010/11/9 20:03
Case4.27,b,2010/11/9 20:04
Case4.27,d,2010/11/9 20:05
Case4.27,e,2010/11/9 20:06
Case4.27,h,2010/11/9 20:07
Case4.28,a,2010/11/9 20:03
Case4.28,b,2010/11/9 20:04
Case4.28,d,2010/11/9 20:05
Case4.28,e,2010/11/9 20:06
Case4.28,h,2010/11/9 20:07
Case4.29,a,2010/11/9 20:03
Case4.29,b,2010/11/9 20:04
Case4.29,d,2010/11/9 20:05
Case4.29,e,2010/11/9 20:06
Case4.29,h,2010/11/9 20:07
Case4.20,a,2010/11/9 20:03
Case4.20,b,2010/11/9 20:04
Case4.20,d,2010/11/9 20:05
Case4.20,e,2010/11/9 20:06
Case4.20,h,2010/11/9 20:07
Case4.21,a,2010/11/9 20:03
Case4.21,b,2010/11/9 20:04
Case4.21,d,2010/11/9 20:05
Case4.21,e,2010/11/9 20:06
Case4.21,h,2010/11/9 20:07
Case4.22,a,2010/11/9 20:03
Case4.22,b,2010/11/9 20:04
Case4.22,d,2010/11/9 20:05
Case4.22,e,2010/11/9 20:06
Case4.22,h,2010/11/9 20:07
39,a,2010/11/9 20:03
39,c,2010/11/9 20:04
39,d,2010/11/9 20:05
39,e,2010/11/9 20:06
39,h,2010/11/9 20:07
Case8.32,a,2010/11/9 20:03
Case8.32,c,2010/11/9 20:04
Case8.32,d,2010/11/9 20:05
Case8.32,e,2010/11/9 20:06
Case8.32,f,2010/11/9 20:07
Case8.32,d,2010/11/9 20:08
Case8.32,b,2010/11/9 20:09
Case8.32,e,2010/11/9 20:10
Case8.32,h,2010/11/9 20:11
20,a,2010/11/9 20:03
20,c,2010/11/9 20:04
20,d,2010/11/9 20:05
20,e,2010/11/9 20:06
20,h,2010/11/9 20:07
Case8.33,a,2010/11/9 20:03
Case8.33,c,2010/11/9 20:04
Case8.33,d,2010/11/9 20:05
Case8.33,e,2010/11/9 20:06
Case8.33,f,2010/11/9 20:07
Case8.33,d,2010/11/9 20:08
Case8.33,b,2010/11/9 20:09
Case8.33,e,2010/11/9 20:10
Case8.33,h,2010/11/9 20:11
21,a,2010/11/9 20:03
21,c,2010/11/9 20:04
21,d,2010/11/9 20:05
21,e,2010/11/9 20:06
21,h,2010/11/9 20:07
Case8.30,a,2010/11/9 20:03
Case8.30,c,2010/11/9 20:04
Case8.30,d,2010/11/9 20:05
Case8.30,e,2010/11/9 20:06
Case8.30,f,2010/11/9 20:07
Case8.30,d,2010/11/9 20:08
Case8.30,b,2010/11/9 20:09
Case8.30,e,2010/11/9 20:10
Case8.30,h,2010/11/9 20:11
22,a,2010/11/9 20:03
22,c,2010/11/9 20:04
22,d,2010/11/9 20:05
22,e,2010/11/9 20:06
22,h,2010/11/9 20:07
Case8.31,a,2010/11/9 20:03
Case8.31,c,2010/11/9 20:04
Case8.31,d,2010/11/9 20:05
Case8.31,e,2010/11/9 20:06
Case8.31,f,2010/11/9 20:07
Case8.31,d,2010/11/9 20:08
Case8.31,b,2010/11/9 20:09
Case8.31,e,2010/11/9 20:10
Case8.31,h,2010/11/9 20:11
23,a,2010/11/9 20:03
23,c,2010/11/9 20:04
23,d,2010/11/9 20:05
23,e,2010/11/9 20:06
23,h,2010/11/9 20:07
Case8.36,a,2010/11/9 20:03
Case8.36,c,2010/11/9 20:04
Case8.36,d,2010/11/9 20:05
Case8.36,e,2010/11/9 20:06
Case8.36,f,2010/11/9 20:07
Case8.36,d,2010/11/9 20:08
Case8.36,b,2010/11/9 20:09
Case8.36,e,2010/11/9 20:10
Case8.36,h,2010/11/9 20:11
24,a,2010/11/9 20:03
24,c,2010/11/9 20:04
24,d,2010/11/9 20:05
24,e,2010/11/9 20:06
24,h,2010/11/9 20:07
Case8.37,a,2010/11/9 20:03
Case8.37,c,2010/11/9 20:04
Case8.37,d,2010/11/9 20:05
Case8.37,e,2010/11/9 20:06
Case8.37,f,2010/11/9 20:07
Case8.37,d,2010/11/9 20:08
Case8.37,b,2010/11/9 20:09
Case8.37,e,2010/11/9 20:10
Case8.37,h,2010/11/9 20:11
25,a,2010/11/9 20:03
25,c,2010/11/9 20:04
25,d,2010/11/9 20:05
25,e,2010/11/9 20:06
25,h,2010/11/9 20:07
Case8.34,a,2010/11/9 20:03
Case8.34,c,2010/11/9 20:04
Case8.34,d,2010/11/9 20:05
Case8.34,e,2010/11/9 20:06
Case8.34,f,2010/11/9 20:07
Case8.34,d,2010/11/9 20:08
Case8.34,b,2010/11/9 20:09
Case8.34,e,2010/11/9 20:10
Case8.34,h,2010/11/9 20:11
26,a,2010/11/9 20:03
26,c,2010/11/9 20:04
26,d,2010/11/9 20:05
26,e,2010/11/9 20:06
26,h,2010/11/9 20:07
Case2.31,a,2010/11/9 20:03
Case2.31,b,2010/11/9 20:04
Case2.31,d,2010/11/9 20:05
Case2.31,e,2010/11/9 20:06
Case2.31,g,2010/11/9 20:07
Case8.35,a,2010/11/9 20:03
Case8.35,c,2010/11/9 20:04
Case8.35,d,2010/11/9 20:05
Case8.35,e,2010/11/9 20:06
Case8.35,f,2010/11/9 20:07
Case8.35,d,2010/11/9 20:08
Case8.35,b,2010/11/9 20:09
Case8.35,e,2010/11/9 20:10
Case8.35,h,2010/11/9 20:11
27,a,2010/11/9 20:03
27,c,2010/11/9 20:04
27,d,2010/11/9 20:05
27,e,2010/11/9 20:06
27,h,2010/11/9 20:07
Case2.30,a,2010/11/9 20:03
Case2.30,b,2010/11/9 20:04
Case2.30,d,2010/11/9 20:05
Case2.30,e,2010/11/9 20:06
Case2.30,g,2010/11/9 20:07
Case2.33,a,2010/11/9 20:03
Case2.33,b,2010/11/9 20:04
Case2.33,d,2010/11/9 20:05
Case2.33,e,2010/11/9 20:06
Case2.33,g,2010/11/9 20:07
Case2.32,a,2010/11/9 20:03
Case2.32,b,2010/11/9 20:04
Case2.32,d,2010/11/9 20:05
Case2.32,e,2010/11/9 20:06
Case2.32,g,2010/11/9 20:07
Case8.38,a,2010/11/9 20:03
Case8.38,c,2010/11/9 20:04
Case8.38,d,2010/11/9 20:05
Case8.38,e,2010/11/9 20:06
Case8.38,f,2010/11/9 20:07
Case8.38,d,2010/11/9 20:08
Case8.38,b,2010/11/9 20:09
Case8.38,e,2010/11/9 20:10
Case8.38,h,2010/11/9 20:11
Case2.35,a,2010/11/9 20:03
Case2.35,b,2010/11/9 20:04
Case2.35,d,2010/11/9 20:05
Case2.35,e,2010/11/9 20:06
Case2.35,g,2010/11/9 20:07
Case8.39,a,2010/11/9 20:03
Case8.39,c,2010/11/9 20:04
Case8.39,d,2010/11/9 20:05
Case8.39,e,2010/11/9 20:06
Case8.39,f,2010/11/9 20:07
Case8.39,d,2010/11/9 20:08
Case8.39,b,2010/11/9 20:09
Case8.39,e,2010/11/9 20:10
Case8.39,h,2010/11/9 20:11
Case2.34,a,2010/11/9 20:03
Case2.34,b,2010/11/9 20:04
Case2.34,d,2010/11/9 20:05
Case2.34,e,2010/11/9 20:06
Case2.34,g,2010/11/9 20:07
Case2.37,a,2010/11/9 20:03
Case2.37,b,2010/11/9 20:04
Case2.37,d,2010/11/9 20:05
Case2.37,e,2010/11/9 20:06
Case2.37,g,2010/11/9 20:07
Case2.36,a,2010/11/9 20:03
Case2.36,b,2010/11/9 20:04
Case2.36,d,2010/11/9 20:05
Case2.36,e,2010/11/9 20:06
Case2.36,g,2010/11/9 20:07
Case2.39,a,2010/11/9 20:03
Case2.39,b,2010/11/9 20:04
Case2.39,d,2010/11/9 20:05
Case2.39,e,2010/11/9 20:06
Case2.39,g,2010/11/9 20:07
Case2.38,a,2010/11/9 20:03
Case2.38,b,2010/11/9 20:04
Case2.38,d,2010/11/9 20:05
Case2.38,e,2010/11/9 20:06
Case2.38,g,2010/11/9 20:07
Case4.18,a,2010/11/9 20:03
Case4.18,b,2010/11/9 20:04
Case4.18,d,2010/11/9 20:05
Case4.18,e,2010/11/9 20:06
Case4.18,h,2010/11/9 20:07
Case4.19,a,2010/11/9 20:03
Case4.19,b,2010/11/9 20:04
Case4.19,d,2010/11/9 20:05
Case4.19,e,2010/11/9 20:06
Case4.19,h,2010/11/9 20:07
Case4.16,a,2010/11/9 20:03
Case4.16,b,2010/11/9 20:04
Case4.16,d,2010/11/9 20:05
Case4.16,e,2010/11/9 20:06
Case4.16,h,2010/11/9 20:07
Case4.17,a,2010/11/9 20:03
Case4.17,b,2010/11/9 20:04
Case4.17,d,2010/11/9 20:05
Case4.17,e,2010/11/9 20:06
Case4.17,h,2010/11/9 20:07
Case4.14,a,2010/11/9 20:03
Case4.14,b,2010/11/9 20:04
Case4.14,d,2010/11/9 20:05
Case4.14,e,2010/11/9 20:06
Case4.14,h,2010/11/9 20:07
Case4.15,a,2010/11/9 20:03
Case4.15,b,2010/11/9 20:04
Case4.15,d,2010/11/9 20:05
Case4.15,e,2010/11/9 20:06
Case4.15,h,2010/11/9 20:07
Case4.12,a,2010/11/9 20:03
Case4.12,b,2010/11/9 20:04
Case4.12,d,2010/11/9 20:05
Case4.12,e,2010/11/9 20:06
Case4.12,h,2010/11/9 20:07
Case4.13,a,2010/11/9 20:03
Case4.13,b,2010/11/9 20:04
Case4.13,d,2010/11/9 20:05
Case4.13,e,2010/11/9 20:06
Case4.13,h,2010/11/9 20:07
Case4.10,a,2010/11/9 20:03
Case4.10,b,2010/11/9 20:04
Case4.10,d,2010/11/9 20:05
Case4.10,e,2010/11/9 20:06
Case4.10,h,2010/11/9 20:07
29,a,2010/11/9 20:03
29,c,2010/11/9 20:04
29,d,2010/11/9 20:05
29,e,2010/11/9 20:06
29,h,2010/11/9 20:07
Case4.11,a,2010/11/9 20:03
Case4.11,b,2010/11/9 20:04
Case4.11,d,2010/11/9 20:05
Case4.11,e,2010/11/9 20:06
Case4.11,h,2010/11/9 20:07
28,a,2010/11/9 20:03
28,c,2010/11/9 20:04
28,d,2010/11/9 20:05
28,e,2010/11/9 20:06
28,h,2010/11/9 20:07
Case8.40,a,2010/11/9 20:03
Case8.40,c,2010/11/9 20:04
Case8.40,d,2010/11/9 20:05
Case8.40,e,2010/11/9 20:06
Case8.40,f,2010/11/9 20:07
Case8.40,d,2010/11/9 20:08
Case8.40,b,2010/11/9 20:09
Case8.40,e,2010/11/9 20:10
Case8.40,h,2010/11/9 20:11
11,a,2010/11/9 20:03
11,c,2010/11/9 20:04
11,d,2010/11/9 20:05
11,e,2010/11/9 20:06
11,h,2010/11/9 20:07
Case8.20,a,2010/11/9 20:03
Case8.20,c,2010/11/9 20:04
Case8.20,d,2010/11/9 20:05
Case8.20,e,2010/11/9 20:06
Case8.20,f,2010/11/9 20:07
Case8.20,d,2010/11/9 20:08
Case8.20,b,2010/11/9 20:09
Case8.20,e,2010/11/9 20:10
Case8.20,h,2010/11/9 20:11
12,a,2010/11/9 20:03
12,c,2010/11/9 20:04
12,d,2010/11/9 20:05
12,e,2010/11/9 20:06
12,h,2010/11/9 20:07
Case8.21,a,2010/11/9 20:03
Case8.21,c,2010/11/9 20:04
Case8.21,d,2010/11/9 20:05
Case8.21,e,2010/11/9 20:06
Case8.21,f,2010/11/9 20:07
Case8.21,d,2010/11/9 20:08
Case8.21,b,2010/11/9 20:09
Case8.21,e,2010/11/9 20:10
Case8.21,h,2010/11/9 20:11
Case8.22,a,2010/11/9 20:03
Case8.22,c,2010/11/9 20:04
Case8.22,d,2010/11/9 20:05
Case8.22,e,2010/11/9 20:06
Case8.22,f,2010/11/9 20:07
Case8.22,d,2010/11/9 20:08
Case8.22,b,2010/11/9 20:09
Case8.22,e,2010/11/9 20:10
Case8.22,h,2010/11/9 20:11
10,a,2010/11/9 20:03
10,c,2010/11/9 20:04
10,d,2010/11/9 20:05
10,e,2010/11/9 20:06
10,h,2010/11/9 20:07
Case8.23,a,2010/11/9 20:03
Case8.23,c,2010/11/9 20:04
Case8.23,d,2010/11/9 20:05
Case8.23,e,2010/11/9 20:06
Case8.23,f,2010/11/9 20:07
Case8.23,d,2010/11/9 20:08
Case8.23,b,2010/11/9 20:09
Case8.23,e,2010/11/9 20:10
Case8.23,h,2010/11/9 20:11
15,a,2010/11/9 20:03
15,c,2010/11/9 20:04
15,d,2010/11/9 20:05
15,e,2010/11/9 20:06
15,h,2010/11/9 20:07
Case2.20,a,2010/11/9 20:03
Case2.20,b,2010/11/9 20:04
Case2.20,d,2010/11/9 20:05
Case2.20,e,2010/11/9 20:06
Case2.20,g,2010/11/9 20:07
Case8.24,a,2010/11/9 20:03
Case8.24,c,2010/11/9 20:04
Case8.24,d,2010/11/9 20:05
Case8.24,e,2010/11/9 20:06
Case8.24,f,2010/11/9 20:07
Case8.24,d,2010/11/9 20:08
Case8.24,b,2010/11/9 20:09
Case8.24,e,2010/11/9 20:10
Case8.24,h,2010/11/9 20:11
16,a,2010/11/9 20:03
16,c,2010/11/9 20:04
16,d,2010/11/9 20:05
16,e,2010/11/9 20:06
16,h,2010/11/9 20:07
Case8.25,a,2010/11/9 20:03
Case8.25,c,2010/11/9 20:04
Case8.25,d,2010/11/9 20:05
Case8.25,e,2010/11/9 20:06
Case8.25,f,2010/11/9 20:07
Case8.25,d,2010/11/9 20:08
Case8.25,b,2010/11/9 20:09
Case8.25,e,2010/11/9 20:10
Case8.25,h,2010/11/9 20:11
13,a,2010/11/9 20:03
13,c,2010/11/9 20:04
13,d,2010/11/9 20:05
13,e,2010/11/9 20:06
13,h,2010/11/9 20:07
Case8.26,a,2010/11/9 20:03
Case8.26,c,2010/11/9 20:04
Case8.26,d,2010/11/9 20:05
Case8.26,e,2010/11/9 20:06
Case8.26,f,2010/11/9 20:07
Case8.26,d,2010/11/9 20:08
Case8.26,b,2010/11/9 20:09
Case8.26,e,2010/11/9 20:10
Case8.26,h,2010/11/9 20:11
14,a,2010/11/9 20:03
14,c,2010/11/9 20:04
14,d,2010/11/9 20:05
14,e,2010/11/9 20:06
14,h,2010/11/9 20:07
Case8.27,a,2010/11/9 20:03
Case8.27,c,2010/11/9 20:04
Case8.27,d,2010/11/9 20:05
Case8.27,e,2010/11/9 20:06
Case8.27,f,2010/11/9 20:07
Case8.27,d,2010/11/9 20:08
Case8.27,b,2010/11/9 20:09
Case8.27,e,2010/11/9 20:10
Case8.27,h,2010/11/9 20:11
Case2.24,a,2010/11/9 20:03
Case2.24,b,2010/11/9 20:04
Case2.24,d,2010/11/9 20:05
Case2.24,e,2010/11/9 20:06
Case2.24,g,2010/11/9 20:07
Case8.28,a,2010/11/9 20:03
Case8.28,c,2010/11/9 20:04
Case8.28,d,2010/11/9 20:05
Case8.28,e,2010/11/9 20:06
Case8.28,f,2010/11/9 20:07
Case8.28,d,2010/11/9 20:08
Case8.28,b,2010/11/9 20:09
Case8.28,e,2010/11/9 20:10
Case8.28,h,2010/11/9 20:11
Case2.23,a,2010/11/9 20:03
Case2.23,b,2010/11/9 20:04
Case2.23,d,2010/11/9 20:05
Case2.23,e,2010/11/9 20:06
Case2.23,g,2010/11/9 20:07
Case8.29,a,2010/11/9 20:03
Case8.29,c,2010/11/9 20:04
Case8.29,d,2010/11/9 20:05
Case8.29,e,2010/11/9 20:06
Case8.29,f,2010/11/9 20:07
Case8.29,d,2010/11/9 20:08
Case8.29,b,2010/11/9 20:09
Case8.29,e,2010/11/9 20:10
Case8.29,h,2010/11/9 20:11
Case2.22,a,2010/11/9 20:03
Case2.22,b,2010/11/9 20:04
Case2.22,d,2010/11/9 20:05
Case2.22,e,2010/11/9 20:06
Case2.22,g,2010/11/9 20:07
Case2.21,a,2010/11/9 20:03
Case2.21,b,2010/11/9 20:04
Case2.21,d,2010/11/9 20:05
Case2.21,e,2010/11/9 20:06
Case2.21,g,2010/11/9 20:07
Case2.28,a,2010/11/9 20:03
Case2.28,b,2010/11/9 20:04
Case2.28,d,2010/11/9 20:05
Case2.28,e,2010/11/9 20:06
Case2.28,g,2010/11/9 20:07
Case2.27,a,2010/11/9 20:03
Case2.27,b,2010/11/9 20:04
Case2.27,d,2010/11/9 20:05
Case2.27,e,2010/11/9 20:06
Case2.27,g,2010/11/9 20:07
Case2.26,a,2010/11/9 20:03
Case2.26,b,2010/11/9 20:04
Case2.26,d,2010/11/9 20:05
Case2.26,e,2010/11/9 20:06
Case2.26,g,2010/11/9 20:07
Case2.25,a,2010/11/9 20:03
Case2.25,b,2010/11/9 20:04
Case2.25,d,2010/11/9 20:05
Case2.25,e,2010/11/9 20:06
Case2.25,g,2010/11/9 20:07
Case2.29,a,2010/11/9 20:03
Case2.29,b,2010/11/9 20:04
Case2.29,d,2010/11/9 20:05
Case2.29,e,2010/11/9 20:06
Case2.29,g,2010/11/9 20:07
19,a,2010/11/9 20:03
19,c,2010/11/9 20:04
19,d,2010/11/9 20:05
19,e,2010/11/9 20:06
19,h,2010/11/9 20:07
18,a,2010/11/9 20:03
18,c,2010/11/9 20:04
18,d,2010/11/9 20:05
18,e,2010/11/9 20:06
18,h,2010/11/9 20:07
17,a,2010/11/9 20:03
17,c,2010/11/9 20:04
17,d,2010/11/9 20:05
17,e,2010/11/9 20:06
17,h,2010/11/9 20:07
83,a,2010/11/9 20:03
83,c,2010/11/9 20:04
83,d,2010/11/9 20:05
83,e,2010/11/9 20:06
83,h,2010/11/9 20:07
Case2.14,a,2010/11/9 20:03
Case2.14,b,2010/11/9 20:04
Case2.14,d,2010/11/9 20:05
Case2.14,e,2010/11/9 20:06
Case2.14,g,2010/11/9 20:07
82,a,2010/11/9 20:03
82,c,2010/11/9 20:04
82,d,2010/11/9 20:05
82,e,2010/11/9 20:06
82,h,2010/11/9 20:07
Case2.15,a,2010/11/9 20:03
Case2.15,b,2010/11/9 20:04
Case2.15,d,2010/11/9 20:05
Case2.15,e,2010/11/9 20:06
Case2.15,g,2010/11/9 20:07
85,a,2010/11/9 20:03
85,c,2010/11/9 20:04
85,d,2010/11/9 20:05
85,e,2010/11/9 20:06
85,h,2010/11/9 20:07
Case2.16,a,2010/11/9 20:03
Case2.16,b,2010/11/9 20:04
Case2.16,d,2010/11/9 20:05
Case2.16,e,2010/11/9 20:06
Case2.16,g,2010/11/9 20:07
84,a,2010/11/9 20:03
84,c,2010/11/9 20:04
84,d,2010/11/9 20:05
84,e,2010/11/9 20:06
84,h,2010/11/9 20:07
Case2.17,a,2010/11/9 20:03
Case2.17,b,2010/11/9 20:04
Case2.17,d,2010/11/9 20:05
Case2.17,e,2010/11/9 20:06
Case2.17,g,2010/11/9 20:07
Case2.10,a,2010/11/9 20:03
Case2.10,b,2010/11/9 20:04
Case2.10,d,2010/11/9 20:05
Case2.10,e,2010/11/9 20:06
Case2.10,g,2010/11/9 20:07
Case2.11,a,2010/11/9 20:03
Case2.11,b,2010/11/9 20:04
Case2.11,d,2010/11/9 20:05
Case2.11,e,2010/11/9 20:06
Case2.11,g,2010/11/9 20:07
81,a,2010/11/9 20:03
81,c,2010/11/9 20:04
81,d,2010/11/9 20:05
81,e,2010/11/9 20:06
81,h,2010/11/9 20:07
Case2.12,a,2010/11/9 20:03
Case2.12,b,2010/11/9 20:04
Case2.12,d,2010/11/9 20:05
Case2.12,e,2010/11/9 20:06
Case2.12,g,2010/11/9 20:07
80,a,2010/11/9 20:03
80,c,2010/11/9 20:04
80,d,2010/11/9 20:05
80,e,2010/11/9 20:06
80,h,2010/11/9 20:07
Case2.13,a,2010/11/9 20:03
Case2.13,b,2010/11/9 20:04
Case2.13,d,2010/11/9 20:05
Case2.13,e,2010/11/9 20:06
Case2.13,g,2010/11/9 20:07
87,a,2010/11/9 20:03
87,c,2010/11/9 20:04
87,d,2010/11/9 20:05
87,e,2010/11/9 20:06
87,h,2010/11/9 20:07
Case4.80,a,2010/11/9 20:03
Case4.80,b,2010/11/9 20:04
Case4.80,d,2010/11/9 20:05
Case4.80,e,2010/11/9 20:06
Case4.80,h,2010/11/9 20:07
86,a,2010/11/9 20:03
86,c,2010/11/9 20:04
86,d,2010/11/9 20:05
86,e,2010/11/9 20:06
86,h,2010/11/9 20:07
89,a,2010/11/9 20:03
89,c,2010/11/9 20:04
89,d,2010/11/9 20:05
89,e,2010/11/9 20:06
89,h,2010/11/9 20:07
88,a,2010/11/9 20:03
88,c,2010/11/9 20:04
88,d,2010/11/9 20:05
88,e,2010/11/9 20:06
88,h,2010/11/9 20:07
Case4.73,a,2010/11/9 20:03
Case4.73,b,2010/11/9 20:04
Case4.73,d,2010/11/9 20:05
Case4.73,e,2010/11/9 20:06
Case4.73,h,2010/11/9 20:07
Case4.72,a,2010/11/9 20:03
Case4.72,b,2010/11/9 20:04
Case4.72,d,2010/11/9 20:05
Case4.72,e,2010/11/9 20:06
Case4.72,h,2010/11/9 20:07
Case4.71,a,2010/11/9 20:03
Case4.71,b,2010/11/9 20:04
Case4.71,d,2010/11/9 20:05
Case4.71,e,2010/11/9 20:06
Case4.71,h,2010/11/9 20:07
Case4.70,a,2010/11/9 20:03
Case4.70,b,2010/11/9 20:04
Case4.70,d,2010/11/9 20:05
Case4.70,e,2010/11/9 20:06
Case4.70,h,2010/11/9 20:07
Case4.77,a,2010/11/9 20:03
Case4.77,b,2010/11/9 20:04
Case4.77,d,2010/11/9 20:05
Case4.77,e,2010/11/9 20:06
Case4.77,h,2010/11/9 20:07
Case4.76,a,2010/11/9 20:03
Case4.76,b,2010/11/9 20:04
Case4.76,d,2010/11/9 20:05
Case4.76,e,2010/11/9 20:06
Case4.76,h,2010/11/9 20:07
Case4.75,a,2010/11/9 20:03
Case4.75,b,2010/11/9 20:04
Case4.75,d,2010/11/9 20:05
Case4.75,e,2010/11/9 20:06
Case4.75,h,2010/11/9 20:07
Case4.74,a,2010/11/9 20:03
Case4.74,b,2010/11/9 20:04
Case4.74,d,2010/11/9 20:05
Case4.74,e,2010/11/9 20:06
Case4.74,h,2010/11/9 20:07
Case4.79,a,2010/11/9 20:03
Case4.79,b,2010/11/9 20:04
Case4.79,d,2010/11/9 20:05
Case4.79,e,2010/11/9 20:06
Case4.79,h,2010/11/9 20:07
Case4.78,a,2010/11/9 20:03
Case4.78,b,2010/11/9 20:04
Case4.78,d,2010/11/9 20:05
Case4.78,e,2010/11/9 20:06
Case4.78,h,2010/11/9 20:07
Case2.19,a,2010/11/9 20:03
Case2.19,b,2010/11/9 20:04
Case2.19,d,2010/11/9 20:05
Case2.19,e,2010/11/9 20:06
Case2.19,g,2010/11/9 20:07
Case2.18,a,2010/11/9 20:03
Case2.18,b,2010/11/9 20:04
Case2.18,d,2010/11/9 20:05
Case2.18,e,2010/11/9 20:06
Case2.18,g,2010/11/9 20:07
74,a,2010/11/9 20:03
74,c,2010/11/9 20:04
74,d,2010/11/9 20:05
74,e,2010/11/9 20:06
74,h,2010/11/9 20:07
73,a,2010/11/9 20:03
73,c,2010/11/9 20:04
73,d,2010/11/9 20:05
73,e,2010/11/9 20:06
73,h,2010/11/9 20:07
72,a,2010/11/9 20:03
72,c,2010/11/9 20:04
72,d,2010/11/9 20:05
72,e,2010/11/9 20:06
72,h,2010/11/9 20:07
71,a,2010/11/9 20:03
71,c,2010/11/9 20:04
71,d,2010/11/9 20:05
71,e,2010/11/9 20:06
71,h,2010/11/9 20:07
70,a,2010/11/9 20:03
